what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1549613799332
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1549613799401
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613799735
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1549613802513
started,bundle,org.eclipse.jst.server.ui,1.0.303.v200805140145,org.eclipse.jst.server.ui,1549613817112
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1549613817132
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1549613817132
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613827712
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613827863
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.TypeHierarchy,1549613842438
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1549613843291
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1549613850220
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.open.editor,1549613853954
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613874231
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613874384
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613874722
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613889459
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1549613896045
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613900438
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613900574
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613900929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613905744
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1549613911726
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613941078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1549613947049
