what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551075702775
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1551075711454
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1551075713608
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551075725101
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551075725919
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551075725936
opened,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.TypeHierarchy,1551075810392
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.TypeHierarchy,1551075810492
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy,1551075810757
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551075833047
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551076007810
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551077284787
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551077285492
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551077290511
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551077293452
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551078692146
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551078692866
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551079160558
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551079161273
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551080821810
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551080826814
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551081569555
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551081570597
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551081574439
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551081576960
