what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.ws.service.policy,1.0.2.v200809101532,org.eclipse.wst.ws.service.policy,1550795389337
started,bundle,org.eclipse.wst.command.env,1.0.306.v200807231700,org.eclipse.wst.command.env,1550795389986
started,bundle,org.eclipse.wst.ws,1.1.2.v200809081517,org.eclipse.wst.ws,1550795390002
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550795390971
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550795455586
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1550795456312
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550795456346
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796410616
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796440142
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796656616
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796843108
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796843299
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796843516
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796863280
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796876468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550796928658
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1550796931727
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550796945626
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550796945714
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1550797264417
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550797274574
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1550797290488
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550797291573
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550797291658
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1550797294314
