what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.context.ui,1551340585693
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1551340585693
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1551340585693
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1551340585693
started,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1551340585709
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1551340585709
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1551340585709
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1551340585740
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1551340585740
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1551340585826
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1551340585856
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551340603036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551340627170
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551340627923
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551340637562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551340638267
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551341699837
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551341736083
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551341897877
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551341901923
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551342154309
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551342156463
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551342765093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551343001557
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551343969628
