what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1551153973305
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1551153979962
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1551153983964
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1551153987976
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1551153998300
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1551154003775
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551154052904
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551154058093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551154185290
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551154186190
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551154191560
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551154191917
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551156951861
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551156956696
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551156992240
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551157014681
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551157587154
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551159403156
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1551159431639
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1551159431801
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1551159431801
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551159431886
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551159433243
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551159434213
