what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551081581414
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551082090810
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551082110026
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1551082110264
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082120436
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082120514
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1551082143329
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082145818
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082147768
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082152348
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082154382
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082162166
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1551082182646
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551082185997
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1551082186130
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551082194925
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551082371584
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551086976589
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551086984288
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087015369
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087015985
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087020245
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087020678
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087021623
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1551087024702
